job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function
23,795,0,161,302,729,2367,1743,1052,0,1,1,1,5,1,106,31
15101,106,331,314,268,91,3162,466,608,0,1,1,1,0,1,58,1
5368,776,234,157,302,277,1860,2105,2,1,1,1,1,6,4,18,36
1032,998,23,471,302,893,1058,2006,667,0,1,0,1,5,13,48,37
11473,667,1087,225,302,291,2399,2173,211,0,1,1,1,0,10,22,18
10234,1022,939,272,302,728,2581,1420,178,0,1,1,4,4,7,28,9
15250,1442,696,471,302,143,3013,281,423,0,1,1,1,5,1,55,31
2108,1156,440,233,302,865,1870,2561,1619,0,1,0,1,7,5,105,18
10592,1664,197,471,284,254,2465,1414,578,0,1,0,4,5,4,101,1
1270,324,140,471,302,254,2450,94,324,0,1,1,1,6,4,35,7
10250,2587,247,118,0,81,3052,2275,884,0,1,1,2,0,1,58,12
6714,1551,126,471,183,254,2268,2354,1095,1,1,1,1,5,10,28,31
6617,1723,52,471,302,521,1652,129,16,0,1,1,3,7,13,116,1
9789,72,574,391,302,309,1929,2311,857,0,1,1,1,5,1,55,31
13507,2083,1128,391,302,578,2447,909,1412,0,1,0,5,7,9,17,31
291,637,487,371,302,196,719,1530,508,0,1,0,5,7,13,116,30
12275,2313,950,355,302,36,264,540,549,0,1,1,1,5,1,79,15
10845,552,950,471,302,486,2189,2126,1619,0,1,0,1,2,4,55,7
957,2213,610,226,302,886,2875,1974,1619,0,0,1,0,7,13,116,18
3263,1985,194,471,302,233,871,780,546,0,1,1,5,7,13,116,37
16777,2567,515,471,302,475,1510,160,853,0,1,1,1,5,13,96,37
9791,1372,153,471,302,254,1051,94,324,0,1,1,1,6,4,116,10
9239,2218,765,163,302,744,1942,969,383,0,1,1,1,7,4,116,12
2648,903,731,471,302,760,75,2561,1619,0,0,0,1,7,13,116,37
1333,1972,622,471,302,886,3263,2561,1619,0,0,1,5,7,13,116,37
10317,45,354,471,300,886,2327,2561,1619,0,1,0,1,5,1,55,6
1916,425,487,471,302,886,2324,2561,1619,0,0,0,5,7,13,116,37
8290,35,235,313,302,470,870,2119,61,0,1,1,1,0,9,37,1
2911,385,487,471,302,886,2116,803,1645,0,0,0,5,7,13,116,37
12753,2462,743,375,302,563,1843,1324,1186,0,1,1,1,5,13,101,20
11760,1856,534,163,302,890,1233,415,568,0,1,0,1,5,1,80,12
6246,1916,610,471,302,886,931,1288,835,0,0,0,1,5,1,21,18
3866,2353,688,147,302,364,2745,1418,1619,0,1,0,5,7,13,116,37
8856,1042,250,471,302,254,1035,94,324,0,1,1,1,6,4,50,17
550,1848,328,475,302,886,3255,2614,1619,0,0,1,1,5,13,91,37
8617,2657,578,136,302,678,2083,701,1514,0,1,0,1,5,1,21,9
17593,1110,762,94,302,886,2932,522,135,0,0,0,5,7,13,116,37
7926,2360,1082,471,302,161,2412,2590,1619,0,1,0,0,7,13,1,18
11122,1402,154,471,302,254,1403,2561,1619,0,1,0,5,7,13,116,37
6145,1775,962,471,302,886,136,531,1619,0,0,0,1,6,1,46,37
12584,1318,316,138,302,724,2574,493,456,0,1,1,1,2,1,106,9
13503,2616,1176,471,302,751,1716,2561,1619,0,1,1,5,7,13,116,37
3135,1688,338,471,302,871,1666,2561,1619,0,1,1,1,7,13,106,22
2548,289,67,471,302,551,1797,1360,1619,0,1,1,5,7,13,116,37
8922,590,126,391,302,288,2609,867,1619,0,1,0,1,5,13,1,31
3406,787,930,471,302,675,831,2215,1619,0,1,1,1,7,5,116,37
5124,1349,841,224,294,886,2640,2561,1619,0,0,0,1,5,13,21,18
5077,1603,182,313,302,886,391,804,224,0,1,0,1,0,1,23,1
2801,1944,40,471,302,886,283,1151,1400,0,1,0,1,7,13,116,37
1236,1427,667,313,229,739,2774,152,1142,0,1,1,1,5,1,64,31
674,510,311,471,302,498,1632,2199,1619,0,1,0,1,5,13,101,22
10757,223,129,471,302,254,1398,2561,1619,0,1,0,5,7,13,116,37
8407,2734,311,471,302,334,1910,725,1281,0,1,1,1,5,1,56,18
3674,2465,868,471,302,886,2464,518,1619,0,1,0,0,7,13,83,37
3337,1258,299,180,197,702,2411,457,1564,0,1,1,1,4,1,37,13
13662,706,996,471,302,425,1793,973,814,0,1,1,3,2,4,52,16
4009,1247,667,471,302,71,2248,1999,1619,0,1,0,1,5,1,10,37
16437,2608,607,471,302,825,1626,2430,1619,0,1,1,1,5,13,58,9
8757,1023,247,118,104,81,2985,2233,886,0,1,1,1,0,1,58,3
10783,734,364,391,302,363,1200,1178,1619,0,1,1,1,1,5,55,31
13635,352,205,471,302,622,2006,1092,1230,0,1,1,0,7,13,48,37
11293,805,1091,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
15666,1399,883,471,302,329,289,1470,1422,0,1,0,1,0,0,65,34
4632,925,1100,190,302,886,1668,1081,1619,0,0,1,5,7,13,116,37
15971,341,731,471,302,760,102,2561,1619,0,0,0,1,7,13,116,37
5038,1543,861,471,302,585,1927,2631,1619,0,1,0,4,2,4,70,22
15626,942,610,339,302,93,3057,1930,1619,0,1,1,1,5,9,21,12
8393,2658,578,471,302,678,2085,1551,1293,0,1,0,1,5,1,68,9
17395,445,415,471,53,304,2636,2106,1338,0,1,1,3,4,7,23,22
3840,91,1005,22,302,886,2132,1809,315,0,0,1,1,0,1,0,0
11991,1705,686,471,302,293,1772,1770,137,0,1,1,1,0,13,70,37
14115,1570,93,429,302,876,2438,2515,864,0,1,1,1,7,13,58,37
2272,2696,415,471,302,304,1008,2485,1443,0,1,1,1,7,13,23,3
3731,570,574,122,162,246,331,510,724,1,1,0,1,2,4,22,7
16508,2693,311,428,302,804,423,2561,1619,0,1,1,5,7,13,116,37
1199,144,339,339,302,371,270,2561,483,0,1,0,5,7,13,116,37
13868,490,610,471,302,886,1906,2192,1619,1,0,0,5,7,13,116,37
16841,570,433,471,302,886,2223,1525,345,0,0,0,1,0,0,70,7
8742,489,293,471,302,254,3167,294,1190,0,1,1,1,7,13,116,35
11105,742,840,471,302,760,39,2561,1619,0,0,0,1,7,13,69,37
11600,969,879,471,302,735,2874,659,1619,0,1,1,1,0,13,80,17
8248,1736,797,25,302,88,1682,1649,1619,0,1,0,1,2,4,0,13
15713,1732,950,313,302,739,2764,407,490,0,1,0,1,2,0,64,1
10397,735,618,163,302,14,392,4,895,0,1,1,1,1,5,70,12
12689,539,950,471,302,156,212,110,1619,0,1,1,1,2,13,46,37
11985,543,1176,471,302,229,2408,1714,447,0,1,0,1,6,9,55,1
7897,1017,1029,471,302,797,1709,2203,1107,0,1,1,0,2,1,29,11
2461,571,1018,122,136,42,895,582,83,0,1,1,1,6,4,24,7
2820,1218,1034,391,302,886,1071,2561,1619,0,0,0,5,7,13,116,37
6512,1017,761,471,302,797,1699,2203,1107,0,1,1,0,2,1,29,11
16441,1379,52,260,302,521,1673,1269,1077,0,1,0,1,0,1,63,19
16753,576,770,471,302,396,718,1740,996,0,1,1,5,7,13,116,7
4657,313,1068,226,302,886,648,1174,621,0,0,1,1,1,1,46,18
17356,1467,939,272,302,728,905,1279,178,0,1,0,3,4,7,21,22
4591,806,758,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
12893,806,1157,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
14260,1378,501,471,302,886,1377,1072,1619,0,1,1,1,2,4,63,19
14455,460,868,471,302,886,1143,852,1619,0,1,0,5,7,13,116,37
11244,2091,1119,471,302,886,3019,2092,1349,0,0,0,1,0,9,37,31
15719,1116,652,471,302,190,697,2561,1619,0,1,0,5,7,13,116,37
7401,1592,276,471,302,254,1041,94,324,0,1,1,1,6,4,12,7
11262,1418,574,471,302,760,90,2561,1619,0,0,0,1,7,13,116,37
11512,1679,311,431,302,590,1937,2059,636,0,1,1,1,5,13,28,18
6,83,796,471,302,886,1267,2561,1619,0,0,0,5,7,13,116,37
16741,2299,1,233,302,730,1064,1844,1619,0,1,1,5,7,13,116,37
8985,558,950,471,302,486,2192,1202,1619,0,1,0,3,2,4,37,7
2115,380,52,51,302,379,2489,1545,497,0,1,1,1,3,13,55,13
5793,1671,549,436,302,182,657,1240,252,0,1,1,5,7,13,116,37
877,709,610,471,302,886,2229,233,1619,0,0,1,5,7,13,116,37
2210,626,721,471,302,886,195,2561,1619,0,0,0,5,7,13,116,37
99,1152,509,307,295,890,1140,1529,202,0,1,1,1,5,4,80,23
17058,1859,610,471,302,886,1753,1687,1619,0,0,0,0,7,13,116,37
15800,1760,778,391,302,727,348,2635,1648,0,1,1,1,0,9,85,31
4328,247,792,471,302,180,1991,972,1111,0,1,1,5,2,4,81,7
11436,456,575,91,125,245,1560,25,637,0,1,1,1,0,0,29,11
8371,458,715,222,302,836,2158,261,317,0,1,1,3,0,4,52,23
6420,1389,1022,471,302,886,1325,2561,1619,0,0,0,1,7,13,100,37
13178,215,247,163,302,10,2680,568,1566,0,1,0,1,5,1,21,12
13287,1490,1158,471,302,760,98,2561,1619,0,0,0,1,7,13,116,37
6513,1859,1082,471,302,886,3136,2561,1619,0,0,0,0,6,13,22,37
9447,142,628,163,302,478,1514,1640,854,0,1,1,1,5,1,55,12
13721,1825,1013,471,302,229,890,71,446,0,1,0,1,7,1,55,24
12120,1713,415,471,8,23,1385,248,1424,0,1,0,3,0,9,58,0
5646,771,644,471,302,424,12,1592,662,0,1,1,5,7,13,116,37
10573,2763,408,291,302,448,1450,2561,1619,0,1,0,1,7,13,70,25
12717,2769,73,471,19,876,1080,2239,290,0,1,0,1,5,1,58,18
9218,1398,155,471,302,254,2696,825,298,0,1,1,5,0,9,26,31
16829,563,769,471,302,396,2569,2399,1290,0,1,0,1,7,13,116,37
15886,1448,625,471,302,520,841,102,1619,0,1,1,1,0,1,101,37
4252,854,66,471,302,886,1987,2561,1619,0,0,0,5,7,13,116,37
8397,652,34,438,302,630,2617,1050,1267,0,1,1,5,7,13,116,37
8583,2044,731,471,157,701,559,1444,865,0,1,0,1,0,1,55,31
4556,1939,247,471,15,886,3134,2028,582,0,0,1,3,0,1,29,17
1344,1977,311,471,302,742,2291,293,1287,0,1,1,1,5,5,37,14
10958,1567,965,84,302,836,2442,494,317,0,1,1,1,6,9,106,20
5562,82,247,180,0,298,1820,2373,1006,0,1,1,3,2,9,58,13
6045,308,329,471,63,869,2771,2283,1321,0,1,1,0,0,4,21,12
128,1759,692,391,302,727,348,2635,1647,0,1,1,1,0,9,85,31
2487,678,311,144,302,426,1611,16,984,0,1,1,1,5,1,70,22
17283,1891,530,471,302,886,548,850,1619,1,0,1,3,5,13,58,29
1763,86,574,180,302,659,2098,1964,1300,0,1,0,1,5,1,58,13
17342,647,476,471,302,800,13,2357,169,0,1,0,1,5,1,58,12
1297,1597,208,199,88,439,2296,1859,781,0,1,1,1,6,13,37,1
6451,2517,1130,425,242,338,2114,1152,244,0,1,1,1,6,9,21,18
266,1609,950,471,302,156,211,1382,1619,0,1,0,5,7,13,116,37
11604,2179,21,415,302,636,2032,2589,1619,0,1,0,1,7,13,27,18
11743,2386,468,471,227,801,124,333,1073,0,1,1,1,6,6,104,35
12036,223,146,471,302,254,1399,2561,1619,0,1,0,5,7,13,116,37
10628,2699,45,471,302,794,2998,246,1619,0,1,1,1,0,1,21,18
17833,2047,156,471,302,886,525,2475,563,0,1,0,1,6,1,101,31
5841,1925,935,471,217,886,2717,1318,1198,0,0,1,1,0,1,96,20
13063,137,1176,471,302,567,1854,2561,1619,1,1,0,1,7,13,17,37
4030,1670,405,471,163,857,3069,2562,95,0,0,1,1,5,1,55,12
5667,2735,667,471,302,886,1447,877,1619,0,1,1,5,7,13,116,37
3823,2297,731,266,302,419,789,977,1240,0,1,0,5,7,13,116,37
5443,497,825,113,302,656,2491,1344,287,0,1,1,1,5,0,6,12
12144,770,645,471,302,424,730,1593,201,0,1,1,5,7,13,116,37
14735,1947,1151,471,302,760,96,2561,1619,0,0,0,1,7,13,70,37
7749,78,618,22,302,141,2683,1749,1619,0,1,1,1,0,1,0,0
3876,1246,667,471,302,71,2249,1995,1619,0,1,0,5,7,13,116,37
56,1316,444,471,302,761,2645,934,987,0,1,1,5,7,13,116,37
15720,419,280,471,62,480,617,1430,1619,0,1,1,0,6,4,48,7
11041,833,211,471,302,254,1053,98,322,0,1,1,1,6,4,12,7
8499,2593,958,226,302,722,2561,180,80,0,1,0,1,0,1,116,18
1422,1418,1135,471,302,707,2483,1541,893,0,1,1,1,6,9,37,23
3756,920,892,471,150,845,1434,1590,1619,0,1,0,1,7,4,96,1
1073,2385,14,351,302,886,1598,178,973,0,1,1,3,5,11,70,37
11475,2341,731,471,302,760,93,2561,1619,0,0,0,1,7,13,21,37
6053,1529,622,471,302,886,1430,1141,1187,0,0,0,1,7,1,78,12
13600,284,487,471,194,886,328,269,1619,0,0,0,1,2,1,46,31
16723,1356,511,319,99,146,780,860,1619,0,0,0,5,7,13,116,37
10133,2256,1076,364,302,824,2313,756,1619,0,1,0,1,5,1,80,12
9848,2359,618,163,302,14,2013,635,897,0,1,1,1,5,1,70,12
4576,1697,1114,360,302,80,428,463,450,0,1,1,1,0,1,93,27
4352,2070,826,471,183,635,2493,1764,230,0,1,1,1,5,9,46,31
16718,1859,443,358,302,24,1208,243,138,0,1,1,5,7,13,116,37
8423,2608,610,471,302,104,1172,2252,1619,0,1,1,1,5,13,116,9
10280,568,853,83,0,183,2666,2561,1619,0,1,1,1,2,4,25,37
8990,2209,787,471,33,886,2161,230,1619,1,0,0,1,7,1,116,37
17502,1366,667,471,302,451,3190,651,1218,1,1,0,1,0,1,25,18
2829,346,311,87,302,729,2149,1126,1342,0,1,1,1,2,1,106,18
300,558,986,471,302,486,3234,1200,1619,0,1,0,3,2,4,25,7
11648,1098,103,226,302,501,2245,1754,306,0,1,0,1,5,13,70,18
6723,2511,911,471,302,486,2211,1298,1619,0,1,0,1,2,4,25,7
16700,831,680,471,302,475,1383,359,1413,0,1,1,1,5,13,96,37
11635,1910,417,471,302,148,1580,2046,327,0,1,0,5,7,13,116,37
3977,1244,667,471,302,71,2249,1993,1619,0,1,0,5,7,13,116,37
8079,807,1052,471,302,797,1706,2206,1107,0,1,1,0,7,1,29,11
14353,2195,935,163,302,137,2349,174,1430,0,1,1,1,5,13,65,12
17022,14,1013,471,302,872,1752,2576,1619,0,1,0,1,7,13,116,37
6283,450,1176,471,302,441,1015,2561,1619,0,1,1,5,7,13,116,37
16313,2692,579,272,302,840,2100,1962,1304,0,1,0,1,5,1,58,22
12419,2703,415,141,302,859,3173,941,1569,0,1,1,1,2,1,70,18
11587,21,91,474,302,876,2890,1534,1313,0,1,1,1,0,13,49,18
15640,2090,1089,10,203,76,1223,44,37,0,1,0,1,7,13,25,31
8529,1439,983,471,302,760,114,2561,1619,0,0,0,1,7,13,116,37
2204,79,487,24,302,886,775,2585,288,0,0,0,5,7,13,116,37
8068,863,836,175,127,459,1459,1828,694,0,1,1,1,0,4,6,25
10918,2542,676,471,302,886,2441,2561,1619,0,0,0,5,7,13,116,37
13912,480,610,471,302,68,2041,2561,1619,0,1,0,1,0,1,68,37
15345,806,1023,471,302,797,1708,2201,1107,0,1,1,0,7,1,29,37
6268,2529,339,471,302,763,2777,373,1619,0,1,0,1,5,9,70,26
2957,885,610,31,302,436,2967,571,831,0,1,1,5,7,13,116,37
9121,442,696,471,302,15,174,2561,1619,0,1,0,1,5,1,96,19
3996,450,247,471,302,78,3172,366,1086,0,1,1,5,7,13,116,37
11633,1758,26,264,302,886,2355,2416,1173,0,0,0,4,2,5,99,37
11809,1190,763,471,234,886,1648,1246,601,0,1,0,1,5,1,21,18
8001,685,755,471,125,814,2971,2490,1219,0,1,0,1,2,4,70,22
5056,2165,28,471,302,230,2903,2526,933,0,1,0,1,5,1,21,18
14505,77,247,471,302,277,884,1897,572,0,1,1,1,5,1,70,20
7218,1838,415,163,34,540,1774,1463,1226,0,1,1,1,1,1,30,25
9993,1185,940,471,302,281,3275,2641,1330,0,1,0,1,2,13,116,31
6278,526,1135,471,302,707,2510,1538,893,0,1,0,1,2,9,37,7
8992,2512,868,471,302,486,2711,1413,1619,0,1,0,1,2,4,35,20
13669,537,20,120,302,142,637,535,869,0,1,1,5,7,13,116,37
6685,1813,1032,471,302,886,712,1782,525,0,0,1,5,7,13,116,37
13436,605,461,226,302,615,2002,892,1380,0,1,0,1,2,1,19,7
11202,30,585,471,302,321,1544,238,673,0,1,1,1,2,1,37,31
5147,9,61,471,302,551,2344,2624,1619,0,1,1,5,7,13,116,37
2755,117,768,471,302,868,1911,2561,1619,0,1,0,1,5,1,21,18
12664,2205,301,471,302,715,2628,1886,644,0,1,0,1,1,1,27,3
9748,1129,918,471,302,190,700,2561,1619,0,1,0,5,7,13,116,37
16126,1904,323,414,1,724,2577,727,459,0,1,0,1,5,1,106,29
2498,931,311,412,302,886,603,2561,1619,0,1,1,5,7,13,116,37
6292,1206,532,391,302,502,1736,759,1619,0,1,1,5,7,13,116,31
14409,1014,412,471,302,229,891,2561,413,0,1,1,1,2,1,55,12
7974,2341,622,474,302,876,2926,2592,1306,0,1,1,1,7,13,116,37
7269,1522,299,471,302,491,1539,1423,88,0,1,0,5,7,13,116,37
15343,1687,527,471,302,395,1343,1628,1619,0,1,1,1,0,9,70,2
5497,1912,824,471,302,760,78,2561,1619,0,0,0,1,7,13,116,37
1462,2302,561,313,302,502,1738,758,1619,0,1,1,5,7,13,116,23
17340,1951,399,471,302,556,1856,49,679,0,1,1,1,5,13,76,12
16239,1385,871,471,302,191,705,1471,521,0,1,1,1,0,2,74,16
545,883,1055,471,117,273,1610,346,573,0,1,1,1,6,9,6,15
1656,1058,1089,471,302,61,675,1459,1409,0,1,0,1,7,13,80,12
7956,678,247,98,302,843,1895,1864,1619,0,1,0,1,5,1,116,37
14633,1007,935,163,302,472,1497,990,1619,0,1,0,1,7,13,55,12
14767,1700,610,471,177,886,1309,2561,1619,0,0,0,1,2,9,108,15
15075,1673,688,471,302,886,1655,2328,1619,1,1,1,3,6,9,21,18
13792,2366,763,471,206,886,2387,1241,889,0,1,0,1,0,9,21,18
2764,1897,1133,471,302,816,3174,1088,1619,0,1,0,1,5,13,21,29
16117,23,1032,471,302,760,62,2561,1619,0,0,0,1,7,13,116,37
2978,110,620,21,243,886,2920,1891,262,0,0,1,1,2,4,0,0
212,794,36,161,302,729,2368,1560,1182,0,1,0,1,2,1,106,18
7453,2750,88,163,302,114,2749,2565,1273,0,1,1,2,4,4,28,12
3847,552,731,471,302,486,2168,1218,1619,0,1,0,1,0,4,67,7
8017,552,965,471,302,486,3241,1369,1619,0,1,0,1,2,4,56,7
5855,297,311,391,302,729,2146,1,1051,0,1,1,1,5,1,106,13
10432,819,497,471,172,619,2005,2032,1126,0,1,1,1,2,1,37,37
8976,1272,950,471,302,543,1780,594,777,0,1,0,1,7,13,116,37
12660,1391,1031,261,281,886,2370,1573,803,0,0,0,1,5,9,65,18
6544,446,950,471,302,638,2466,363,45,0,1,0,1,5,13,70,37
5674,567,543,471,302,552,247,796,359,0,1,0,4,0,0,48,7
10488,265,247,391,302,323,1635,1526,1619,0,1,0,1,0,1,21,31
15759,1885,950,471,239,583,1639,2561,1619,0,1,0,1,7,13,21,37
8592,1491,1103,471,302,886,978,2561,1619,0,0,0,1,7,13,48,37
11286,1178,953,377,138,827,413,993,773,0,1,1,1,0,1,50,17
10816,1018,149,471,302,254,3155,99,321,0,1,1,1,6,4,116,7
16936,159,1156,471,302,396,1264,2561,1619,0,1,0,1,2,13,25,37
16525,973,1013,471,302,726,369,523,28,0,1,1,1,2,4,15,16
13380,2743,67,471,302,16,1098,962,2,0,1,1,1,5,9,58,18
14964,1127,1099,471,302,190,699,2561,1619,0,1,0,5,7,13,46,37
10091,1524,45,471,302,794,2997,1917,1619,1,1,1,0,7,13,55,18
3380,457,935,471,302,432,2800,122,707,0,1,1,1,5,13,58,7
7283,1017,1161,471,302,797,1710,2203,1107,0,1,1,0,2,1,29,11
16466,2071,380,471,0,589,2416,266,1619,0,1,0,1,5,1,55,31
148,327,1032,471,302,760,84,2561,1619,0,0,0,1,7,13,116,37
12991,2105,1173,401,302,886,141,2556,1620,0,0,0,1,5,0,29,31
13691,1603,311,31,302,851,2812,794,908,0,1,1,5,7,13,116,37
12087,1479,543,471,302,552,1811,744,370,0,1,0,1,0,1,48,22
7615,542,487,471,302,886,1367,749,1619,0,0,1,3,0,4,19,7
11735,154,487,471,302,760,44,2561,1619,0,0,0,1,7,13,21,37
11151,105,550,221,302,182,2691,2632,1650,0,1,1,5,7,13,116,37
9185,981,1158,471,302,594,1953,838,1104,0,1,1,1,2,4,116,37
15318,1435,840,471,302,760,97,2561,1619,0,0,0,1,7,13,116,37
13039,1536,785,265,302,421,1409,2561,1619,0,1,1,5,7,13,116,37
845,1453,252,272,72,817,294,337,1573,0,1,1,0,3,1,64,22
579,1337,382,471,302,886,1330,2561,1238,0,0,0,1,1,1,37,37
4119,2089,305,394,302,232,2383,986,842,0,0,1,5,7,13,116,37
7768,2152,1134,471,302,279,1599,199,1619,0,1,1,5,7,13,116,37
3758,2539,91,471,302,876,430,2512,1405,0,1,1,5,7,13,116,37
12337,521,298,471,302,254,2696,2561,1619,0,1,0,5,7,13,26,37
5092,2454,610,471,302,371,267,2175,419,0,1,1,1,2,13,21,12
868,430,247,388,228,121,622,300,1619,0,1,1,1,5,9,58,24
8932,1821,407,226,302,46,260,2514,943,0,1,0,1,0,13,21,18
13555,2545,856,437,302,563,1027,194,1619,0,1,1,1,5,1,55,18
10322,2759,1147,391,302,63,1750,1257,397,1,1,0,1,2,9,40,31
13205,702,10,415,275,636,2030,228,1619,0,1,1,1,0,9,55,31
6266,917,950,471,302,663,1321,1648,1619,1,1,0,0,7,13,116,37
1428,2339,57,471,220,886,1787,2372,1534,0,0,1,1,0,1,28,18
1640,1017,1125,471,302,797,1711,2203,1107,0,1,1,0,2,1,29,11
8599,2686,247,163,302,564,1846,465,1197,0,1,0,1,0,1,58,12
3145,793,1175,161,302,729,2365,1745,1053,0,1,1,1,5,1,106,31
15592,2175,234,471,302,832,868,239,1599,0,1,1,1,7,13,37,37
14813,2611,418,471,302,886,1129,958,1429,0,0,0,1,5,9,55,9
11445,1407,6,471,302,399,1354,2561,1619,0,1,0,5,7,13,116,37
16417,714,731,471,302,300,1002,2180,1619,0,1,1,0,1,1,70,8
1677,1571,1070,471,164,35,1521,2586,1263,0,1,1,1,2,4,70,31
9102,710,952,471,302,217,2230,1818,1619,0,1,0,1,5,13,70,22
12883,1566,1158,471,302,760,41,2561,1619,0,0,0,1,7,13,116,37
7776,1418,856,471,302,760,90,2561,1619,0,0,0,1,7,13,116,37
11455,2172,156,136,302,479,478,1025,1558,0,1,1,1,5,9,27,9
4751,2738,1167,375,302,886,1108,2561,1619,0,0,0,5,7,13,116,37
9851,1815,1176,471,302,441,2276,2561,1619,0,1,1,5,7,13,116,37
16850,2567,645,471,302,475,1524,160,853,0,1,1,1,7,4,96,37
11343,1394,731,471,302,684,1364,630,1619,0,1,0,1,5,1,55,18
11639,1412,247,457,302,843,849,2606,1619,0,1,0,1,5,1,55,18
3917,2729,1010,471,302,726,362,830,26,0,1,1,1,2,4,15,16
14297,326,517,471,302,886,494,1274,6,0,0,1,5,7,13,116,37
15408,2487,950,163,302,309,335,2159,1417,0,1,1,1,0,13,55,12
14285,1256,1015,471,302,544,2947,2561,1619,0,1,0,2,7,13,4,37
1751,1243,1176,471,302,71,2248,2001,1619,0,1,0,1,5,1,10,37
5329,2453,706,471,302,191,340,2083,271,0,1,0,1,2,4,48,16
6809,258,7,339,302,886,355,2561,1619,0,1,0,5,7,13,116,37
7294,982,425,471,302,351,1148,2561,1619,0,1,0,1,1,13,55,15
5808,2093,415,471,302,148,1483,2481,285,0,1,0,5,7,13,116,37
13401,1198,781,391,302,851,3122,2453,911,0,1,1,1,5,13,21,31
8558,2712,953,95,302,31,763,422,692,0,1,1,1,5,1,58,24
8739,104,330,471,302,91,1801,221,1619,0,1,0,1,2,9,55,1
22,927,415,471,302,304,2632,2477,1582,0,1,0,1,5,5,23,12
13276,223,162,471,302,254,1401,2561,1619,0,1,0,5,7,13,116,37
7889,1724,527,452,302,407,1678,1303,1213,0,1,1,3,6,4,89,25
1567,1303,338,50,302,871,1323,942,1619,0,1,1,1,2,13,106,18
12167,22,439,233,302,866,1873,2561,1619,0,1,0,1,7,1,105,18
16319,1313,247,313,302,631,2024,1424,1619,0,1,0,1,5,13,18,37
4509,152,758,47,138,132,533,1908,293,0,1,1,1,0,1,54,29
5287,518,80,71,302,668,2113,495,398,0,1,1,5,7,13,116,37
5159,553,937,471,302,486,2171,1211,1619,0,1,0,1,2,4,25,7
14812,213,868,141,302,725,2578,1348,1619,0,1,0,1,7,13,70,18
7227,2183,1002,471,302,735,256,742,1619,0,1,1,1,5,1,80,37
9994,842,696,471,302,20,140,1527,1457,0,1,1,1,0,9,58,1
12928,1010,199,436,77,692,1916,1589,1619,0,1,1,1,2,1,70,12
10224,2341,856,471,302,760,113,2561,1619,0,0,0,1,7,13,21,37
9165,852,346,471,302,539,1767,417,1619,0,1,1,5,7,13,116,37
3414,782,824,471,302,760,57,2561,1619,0,0,0,1,7,13,116,37
3725,1987,1176,471,302,595,2984,342,763,1,1,0,1,5,1,21,18
14437,1102,930,471,302,675,834,2221,1619,0,1,1,1,7,5,116,11
14793,2722,311,141,302,312,563,315,1619,0,1,0,1,5,13,64,18
14510,165,856,471,302,98,1935,2337,954,0,1,0,2,7,4,102,37
14415,1709,821,471,302,537,903,823,1125,0,1,1,3,2,4,35,37
8037,1482,769,471,302,396,1345,1759,880,0,1,1,5,7,13,116,31
7342,57,950,471,302,870,3192,226,616,0,0,1,5,7,13,116,37
10689,2341,1176,471,302,119,2811,2561,1549,1,1,1,1,7,13,116,12
10993,234,188,471,302,254,1042,94,324,0,1,1,5,6,4,50,17
16232,1437,781,471,302,760,68,2561,1619,0,0,0,1,7,13,116,37
2130,364,967,85,302,743,2152,2087,506,0,0,1,5,7,13,116,37
10290,2625,1176,471,302,441,1250,2561,1619,0,1,1,5,7,13,116,37
6058,15,180,94,120,886,2439,2262,1237,0,0,0,1,6,4,105,1
8780,1740,415,208,52,332,626,2480,460,0,1,1,3,6,1,55,17
14088,2175,311,471,302,253,2807,292,480,0,1,1,5,7,13,116,37
15672,262,337,471,302,584,2523,645,1619,0,1,0,1,3,13,1,18
17037,2265,610,471,302,886,1755,1732,1619,0,0,0,0,5,13,116,37
3507,2491,610,471,302,371,269,2561,1619,0,1,0,5,7,13,116,37
11206,1859,19,471,287,70,205,254,1619,0,1,1,1,5,6,54,26
7583,1584,950,471,302,391,1335,2049,392,0,1,1,1,5,1,27,9
9586,932,411,471,302,522,1131,2413,1619,0,1,0,1,5,13,55,37
4659,294,589,259,302,886,156,1059,116,0,0,1,5,7,13,116,37
2230,677,247,471,183,90,2810,285,1432,0,1,0,1,5,1,28,3
11431,1553,487,471,302,658,300,757,1265,0,1,0,1,5,1,80,14
16918,545,1156,471,302,396,773,1048,1020,0,1,1,5,7,13,116,37
9528,1207,524,391,302,502,1740,759,1619,0,1,1,5,7,13,116,31
11742,617,895,119,302,821,354,1259,519,0,1,1,3,2,4,33,7
17555,822,574,471,0,886,2940,2182,877,1,0,0,1,2,4,74,37
11656,2763,618,471,302,708,1887,442,949,0,1,0,1,0,1,23,12
11927,2557,802,471,302,886,1783,2401,1291,0,0,0,5,0,4,106,31
11492,488,88,324,302,114,1898,272,1038,0,1,0,1,2,1,116,37
14788,2042,234,471,101,288,1925,2135,1619,0,1,1,1,7,13,1,31
979,97,326,471,302,620,2652,2278,948,0,1,1,3,6,9,58,2
15744,1859,247,118,87,81,2737,2277,884,0,1,1,1,0,1,58,26
